important,/im'pɔ:tənt/,"a.重要的,重大的;有地位的,有权力的"
fatigue,/fə'ti:g/,n./v.(使)疲劳
insure,/in'ʃuə/,"vt.保险,给…保险;保证"
vicious,/'viʃəs/,"a.恶毒的,凶残的,邪恶的"
tame,/teim/,"a.驯服的,温顺的;沉闷的,乏味的 vt.驯服"
vapour,/'veɪpə(r)/,n.(vapor)汽，(水)蒸气
fold,/fəuld/,"v.折叠;合拢;抱住 n.褶,褶痕;羊栏;信徒"
rain,/rein/,n.雨；雨天；下雨 vi.下雨 vt.使大量落下
monster,/'mɔnstə/,"n.怪物,妖怪,畸形的动植物"
injure,/'indʒə/,"v.损害,损伤,伤害"
pass,/pɑ:s/,v.经/通/穿/度过；传递 n.通行证；考试及格
astonish,/ə'stɔniʃ/,vt.使惊讶，使吃惊
component,/kəm'pəunənt/,"n.组成部分,成分,元件 a.组成的,合成的"
tea,/ti:/,n.茶(叶)；午后茶点
mountain,/'mauntin/,n.山
small,/smɔ:l/,a.小的；年幼的；不重要的；小规模(经营)的
isolate,/'aisəleit/,"vt.隔离,孤立"
administer,/əd'ministə/,v.施行，实施；掌管，料理...的事务；给予
trail,/treil/,"n.踪迹,痕迹;小路 v.追踪,跟踪;拖,拖曳;"
hospital,/'hɔspitəl/,n.医院
elegant,/'elɪgənt/,a.优雅的;端庄的;雅致的
conversation,/ˌkɒnvə'seɪʃn/,"n.会话,谈话"
interest,/'ɪntrəst/,"n.(in)兴趣,重要性;利益v.(in)使发生兴趣"
naughty,/'nɔ:ti/,"a.顽皮的,淘气的"
trolley,/'trɔli/,"n.手推车;(英)无轨电车,(美)有轨电车"
fork,/fɔ:k/,"n.叉,耙;叉形物;餐叉"
awake,/ə'weik/,a.醒着的 vt.唤醒，使觉醒 vi.醒来，醒悟到
away,/ə'wei/,ad.在远处；离开；渐渐远去；一直；去掉
banana,/bə'nɑ:nə/,n.香蕉
unlikely,/ˌʌn'laikli/,"a.未必的,靠不住的"
temporary,/'tempərəri/,"a.暂时的,临时的"
advance,/əd'vɑ:ns/,n.前进，预付 vi.前进，进展 vt.促进，推进
locality,/ləu'kæləti/,"n.位置,地点"
eccentric,/ik'sentrik/,a.古怪的，怪癖的，异乎寻常的n.古怪的人
parasite,/'pærəsaɪt/,"n.寄生虫,食客"
minister,/'ministə/,"n.部长,大臣"
musical,/'mju:zikəl/,a.音乐的;有音乐才能的 n.音乐片
fairly,/'fεəli/,"ad.公正地,正当地;相当,还算"
wish,/wiʃ/,v.希望；但愿；祝 n.愿望，希望；[pl.]祝愿
character,/'kærəktə/,"n.性格,品质,特性;人物,角色;字符,(汉)字"
install,/in'stɔ:l/,"vt.(instal)安装,设置,安置；使就职,任命"
danger,/'deindʒə/,n.危险;威胁;危险事物
piece,/pi:s/,"n.(一)件/片/篇;碎片v.(together)拼合,拼凑"
abstract,/'æbstrækt/,a.抽象的 n.摘要，梗概 vt.提取；摘录要点
cook,/kuk/,n.厨师 v.烹调，烧煮；纂改(账目)，捏造
explain,/ik'splein/,"v.解释,说明"
lucky,/'lʌki/,"a.幸运的,侥幸的"
governor,/'gʌvənə/,"n.统治者,管理者,总督,州(省)长"
unusual,/ˌʌn'ju:ʒuəl/,"a.不平常的,与众不同的"
membership,/'membəʃɪp/,"n.会员资格,成员资格"
identify,/aɪ'dentɪfaɪ/,"v.识别,鉴别;(with)把…和…看成一样"
generous,/'dʒenərəs/,"a.宽宏大量的,慷慨的"
sick,/sɪk/,"a.有病的,患病的;恶心的,想吐的"
fridge,/fridʒ/,n.(refrigerator的略语)冰箱
beast,/bi:st/,"n.兽,牲畜;凶残的人,举止粗鲁的人"
manager,/'mænidʒə/,"n.经理,管理人"
tray,/trei/,"n.盘,碟,托盘"
creep,/kri:p/,"v.爬,爬行;(植物)蔓延"
conscious,/'kɔnʃəs/,"a.(of)意识到的,自觉的;神志清醒的"
afternoon,/ˌɑ:ftə:'nu:n/,n.下午，午后
maneuver,/mə'nu:və/,"n.(manoeuvre)机动;运用,操作; v.机动"
marginal,/'mɑ:dʒɪnl/,"a.记在页边的,旁注的;(意识)边缘的"
liberal,/'libərəl/,"a.慷慨的,大方的;富足的;自由的,思想开放的"
wait,/weit/,v.(for)等待；(on)侍候 n.等候，等待时间
waterfall,/'wɔ:təfɔ:l/,n.瀑布
steep,/sti:p/,"a.陡峭，险峻的；急剧升降的vt.浸泡,沉浸"
pig,/pɪg/,n.猪，猪肉；猪一般的人(指肮脏，贪吃的人)
temperament,/'tempərəmənt/,n.气质，性格，性情；资质
fist,/fɪst/,n.拳头 vt.用拳头打；紧握
search,/sə:tʃ/,"v./n.(for)搜索,寻找,探查"
account,/ə'kaunt/,a.叙述，说明；账目，账户 vi.说明，解释
depth,/depθ/,"n.深，深度,深奥,深刻"
local,/'ləukəl/,"a.地方的,当地的;局部的"
utilize,/'ju:tilaiz/,vt.利用
punish,/'pʌniʃ/,"v.惩罚,处罚"
fault,/fɔ:lt/,"n.过失,过错;缺点,毛病"
proficiency,/prəu'fiʃənsi/,"n.(in)熟练,精通"
spite,/spait/,n.恶意;怨恨
annual,/'ænjuəl/,a.每年的，一年生的 n.年刊；一年生植物
scholar,/'skɔlə/,n.学者
fundamental,/ˌfʌndə'mentəl/,"a.基础的,基本的 n.(pl.)基本原则,基本原理"
manage,/'mænɪdʒ/,"v.经营,管理,处理;设法,对付;操纵,运用"
cage,/keidʒ/,n.鸟笼
crisis,/'kraisis/,"n.(pl.crises)危机,紧要关头"
veil,/veil/,"n.面纱,遮蔽物 v.用面纱掩盖,掩饰"
awe,/ɔ:/,n.敬畏，惊惧vt.使敬畏，使惊惧
privacy,/'praivəsi/,n.(不受干扰的)独处，自由，隐私；私生活
poem,/'pəuim/,n.诗
spaceship,/'speisʃip/,n.宇宙飞船
remark,/ri'mɑ:k/,"n.(about,on)评语,意见 v.(on)评论;注意到"
anything,/'eniθiŋ/,pron.任何东西(事物)；无论什么东西(事物)
tangle,/'tæŋgl/,n.纠缠；缠结；混乱 v.(使)缠绕；变乱
mistress,/'mistris/,"n.女主人;主妇;情妇,情人"
temperature,/'temprətʃə(r)/,n.温度，体温；热度，发烧
lecture,/'lektʃə/,"n./v.演讲,讲课"
fix,/fiks/,v.(使)固定;修理;安装;决定;注视 n.困境
examine,/ig'zæmin/,"v.检查,调查;对…进行考试"
destination,/ˌdesti'neiʃən/,"n.目的地,终点"
polish,/'pɔliʃ/,"v.磨光,擦亮;使优美,润饰 n.擦光剂,上光蜡"
pill,/pil/,n.药丸
rape,/reip/,"n./vt.掠夺,蹂躏,强奸"
consolidate,/kən'sɔlideit/,v.使加固，使加强；(把...)联为一体，合并
block,/blɒk/,"n.大块木（石）料;街区;障碍物 v.阻塞,拦阻"
software,/'sɔftwεə/,n.软件
wind,/wɪnd/,"n.风;气息 v.转动;缠绕;上发条,;蜿蜒而行"
fabulous,/'fæbjuləs/,a.极好的；极为巨大的；寓言中的，传说中的
ethnic,/'eθnik/,a.种族的；人种学的
inspire,/in'spaiə/,"vt.鼓舞,激起;使产生灵感"
register,/'redʒistə/,"n./v.登记,注册 v.(仪表等)指示,(邮件)挂号"
emperor,/'empərə/,n.皇帝
escort,/'eskɔ:t/,vt.护送(卫)；陪同 n.警卫，护送者；仪仗兵
theme,/θi:m/,n.题目，主题；主旋律，基调
romantic,/rəu'mæntik/,"a.浪漫的,传奇式的;不切实际的,好幻想的"
tobacco,/tə'bækəu/,"n.烟草,烟叶"
expire,/ik'spaiə/,"v.期满,(期限)终止;呼气;断气,死亡"
sharp,/ʃɑ:p/,a.锋利的;轮廓分明的;急转的ad.(指时刻)正
teenager,/'ti:nˌeidʒə/,n.十几岁的青少年
pessimistic,/ˌpesi'mistik/,a.悲观(主义)的
exception,/ik'sepʃən/,"n.例外,除外;反对;异议"
mostly,/'məustli/,"ad.几乎全部地;主要地,大部分,基本上"
along,/ə'lɔŋ/,ad.向前；和...一起，一同 prep.沿着，顺着
patriotic,/ˌpætri'ɔtik/,a.爱国的
dye,/dai/,"n.染料 v.染,染色"
reassure,/ˌri:ə'ʃuə/,v.使安心，使放心；使消除疑虑
verse,/və:s/,"n.韵文,诗;诗节,诗句"
normalization,/ˌnɔ:məlai'zeiʃən/,"n.(normalisation)正常化,标准化"
employ,/im'plɔi/,"n./v.雇用;用,使用"
significance,/sig'nifikəns/,"n.意义,含义;重要性,重要的"
absolute,/'æbsəlju:t/,a.绝对的，完全的；确实的，肯定的
finance,/fai'næns/,"n.财政,金融 v.为…提供资金"
shipment,/'ʃɪpmənt/,"n.装船,装运;装载的货物,装货量"
muscular,/'mʌskjulə/,a.肌肉的;肌肉发达的;强健的
damp,/dæmp/,n.潮湿 a.潮湿的 vt.使潮湿;使衰减
paperback,/'peipəbæk/,n.平装本，简装本
wreck,/rek/,"n.失事船(或飞机)v.(船等)失事,遇难;破坏"
drive,/draiv/,"v.开(车);驱;驱动,把(钉,桩)打入 n.驾驶"
scissors,/'sizəz/,n.剪子
alive,/ə'laiv/,a.活着的；存在的；活跃的；(to)敏感的
exterior,/ik'stiəriə/,"a.外部的,外面的 n.外部"
found,/faund/,vt.建立;创立;创办;使有根据;铸造;熔制
auxiliary,/ɔ:g'ziljəri/,a.辅助的，支援的 n.辅助者，辅助设备
lavatory,/'lævətəri/,"n.厕所,盥洗室"
constrain,/kən'strein/,vt.限制，约束；克制，抑制
clap,/klæp/,"v.拍手,拍,轻拍 n.拍(手),掌声,霹雳声"
lens,/lenz/,"n.透镜,镜头"
scrutiny,/'skru:tini/,n.周密的调查；仔细看；监视；选票复查
strike,/straik/,n./vi.罢工 vt.打，击；攻击；给…深刻印象
cereal,/'siəriəl/,n.加工而成的谷类食物；谷类植物，谷物
plain,/plein/,"a.明白的;朴素的;坦率;平凡 n.平原,旷野"
gratitude,/'grætɪtju:d/,"n.感激,感谢"
opera,/'ɔpərə/,n.歌剧
electricity,/ˌilek'trisəti/,"n.电,电流;电学"
potential,/pəu'tenʃəl/,"a.潜在的,可能的 n.潜能,潜力"
quilt,/kwilt/,n.被子
these,/ði:z/,pron.&a.[this的复数]这些；这些人(东西)
slack,/slæk/,"a.懈怠的,松驰的;萧条的 n.淡季;(pl.)便裤"
spectrum,/'spektrəm/,n.谱，光谱，频谱；范围，幅度，系列
serve,/sə:v/,"v.服务,尽责;招待,侍候;符合,适用"
instinct,/'instiŋkt/,"n.本能,直觉,天性"
unite,/ju:'nait/,"vi.联合,团结;统一,合并vt.使联合"
sufficient,/sə'fiʃənt/,"a.(for)足够的,充分的(比enough拘谨、正式)"
major,/'meidʒə/,"a.主要的n.成年人,专业学生,主修课程v.主修"
slice,/slais/,"n.薄片,切片;一份;部分切(片)"
satisfactory,/ˌsætis'fæktəri/,"a.令人满意的,圆满的,良好的,符合要求的"
kid,/kid/,"n.小孩,儿童 v.戏弄,取笑"
lunch,/lʌntʃ/,n.午餐，(美)便餐
coherent,/kəu'hɪərənt/,a.一致的，协调的；(话语等)条理清楚的
thrift,/θrift/,a.节约，节俭
chest,/tʃest/,"n.胸腔,胸膛;箱,柜"
articulate,/ɑ:'tɪkjuleɪt/,a.善于表达的；有关节相连的 v.清楚地讲话
e-mail,/i: meɪl/,n.(electronic mail)电子信函，电子邮件
brass,/brɑ:s/,"n.黄铜,铜器"
acquisition,/ˌækwɪ'zɪʃn/,n.取得，学到，养成(习惯)；获得的东西
dial,/'daiəlˌ dail/,"n.钟(表)面,刻度盘,拨号盘 v.拨号,打电话"
eternal,/i'tə:nəl/,"n.永久的,永恒的"
historical,/his'tɔrikəl/,a.历史的;有关历史的
lumber,/'lʌmbə/,"n.木材,木料"
motion,/'məuʃn/,"n.运动,动;提议,动议 v.提议,动议"
breed,/bri:d/,"v.(使)繁殖,生殖;产生;教养,抚养 n.品种"
organism,/'ɔ:gənizəm/,n.生物，有机体
theirs,/ðεəz/,pron.[they的物主代词]他(她、它)们的
taste,/teist/,v.品尝;(of)有…味道;体验 n.滋味;味觉
educate,/'edju:keit/,"v.教育,培养,训练"
hello,/he'ləu/,"int.英(美)喂,你好(用来打招呼或引起注意)"
accessory,/ək'sesəri/,"n.附件,附属品;(为全套衣服增加美感的)服饰"
far,/fɑ:/,a./ad.远，久远，遥远 ad.到…程度，…得多
dismay,/dis'mei/,"n./v.(使)沮丧;(使)惊慌;(使)失望,(使)绝望"
evoke,/i'vəuk/,vt.唤起(回忆、感情等)；引起
metaphor,/'metəfə/,n.隐喻，暗喻
wit,/wɪt/,"n.智力,才智,智慧"
story,/'stɔ:ri/,"n.故事,传说,小说;(=storey)楼层"
parameter,/pə'ræmitə/,"n.参数,参量"
cunning,/'kʌniŋ/,"a./n.狡猾(的),狡诈(的)"
axis,/'æksis/,n.轴，轴线，中心线；坐标轴，基准线
strive,/straiv/,"v.奋斗,努力"
lamp,/læmp/,n.灯
envisage,/in'vizidʒ/,v.想象，设想，展望，正视
accuse,/ə'kju:z/,vt.控告，指责 vi.指控，指责
fail,/feil/,"v.失败,不及格;衰退,减弱"
comply,/kəm'plai/,v.(with)遵照，照做，应允；顺从，服从
deceit,/di'si:t/,"n.欺骗,欺骗行为"
dash,/dæʃ/,"v./n.冲,猛冲,突进 n.破折号"
oven,/'ʌvən/,"n.炉,灶,灶箱"
conduct,/'kɔndʌkt/,"n.行为,品行 v.引导;管理;指挥(乐队);传导"
assault,/ə'sɔ:lt/,v.猛烈地攻击，袭击 n.突然而猛烈的攻击
worldwide,/'wə:ldˌwaid/,"a.全世界的,世界范围的 ad.遍及全世界"
lower,/'ləuə/,"a.较低的,下级的,下游的 v.降下,放低"
seed,/si:d/,"n.种子 v.播种;结实,结籽"
percentage,/pə'sentidʒ/,"n.百分数,百分率,百分比"
tire,/'taiə/,"v.(使)疲倦,(使)厌倦 n.(=tyre)轮胎,车胎"
tough,/tʌf/,"a.坚韧的,棘手的;强健的,吃苦耐劳的;粗暴的"
uncover,/ˌʌn'kʌvə/,"v.揭开,揭露"
quota,/'kwəutə/,n.(生产、进出口等的)配额，(移民的)限额
grape,/greip/,n.葡萄
duplicate,/'dju:plikət/,"n.复制品 v.复写,使加倍 a.复制的,二重的"
reserve,/ri'zə:v/,"n.储备(物),储备金;缄默 v.保留,储备;预定"
opening,/'əupəniŋ/,"n.开,开放,开始,空缺,机会 a.开始的,开幕的"
innumerable,/i'nuj:mərəbl/,"a.无数的,数不清的"
doctor,/dɔktə/,n.医生;博士 vt.授以博士学位;诊断;修改
steer,/stiə/,vt.驾驶，为…操舵；引导vi.驾驶
pot,/pɔt/,"n.罐,壶"
complain,/kəm'plein/,"v.(about,of)抱怨;申诉"
playground,/'pleɪgraund/,"n.运动场,游戏场"
attract,/ə'trækt/,"vt.引起的注意(或兴趣等),吸引；引起；激起"
enough,/i'nʌf/,"a.(for)足够的 n.足够,充分 ad.足够地"
responsibility,/ri.spɔnsə'biliti/,"n.责任,责任心;职责,任务"
sight,/sait/,"n.视力;望见,瞥见;视域;眼界;情景,奇观"
carriage,/'kæridʒ/,n.(四轮)马车;(火车)客车厢
attempt,/ə'tempt/,vt.企图，试图 n.努力，尝试，企图
cotton,/'kɔtən/,"n.棉花;棉线,棉纱;棉制品"
further,/'fə:ðə/,"ad./a.更远,更往前;进一步 v.促进,增进"
course,/kɔ:s/,"n.课程,教程;过程,进程;路程,路线;一道菜"
lash,/læʃ/,"v.鞭打,摆动,捆扎 n.鞭子,鞭打,睫毛,讽刺"
fine,/fain/,"a.晴朗的,美好的,细致的 v./n.罚金,罚款"
choose,/tʃu:z/,"v.选择,挑选;甘愿"
none,/nʌn/,pron.没有任何人(东西)；都不 ad.一点也不
acquire,/ə'kwaiə/,v.获得；学到(知识等)；养成(习惯)
greeting,/'gri:tiŋ/,"n.问候,致敬"
tell,/tel/,vt.告诉，讲述；告诫；吩咐，命令；辨/区别
accomplish,/ə'kʌmpliʃ/,v.实现(计划等)；达到(目的)；完成(任务)
badminton,/'bædmintən/,n.羽毛球
specialist,/'speʃəlist/,n.专家
confusion,/kən'fju:ʒən/,n.困惑，糊涂；混淆；混乱，骚乱
sell,/sel/,"v.卖,出售"
salesman,/'seilzmən/,"n.售货员,推销员"
rise,/raiz/,"v.升起;起立;上涨;起义 n.上涨,增高;起源"
impact,/'ɪmpækt /,"n.冲击,碰撞;影响 v.影响;挤入,压紧"
reconcile,/'rekənsail/,"v.使和好,调解,使调和;(to,with)使一致"
pasture,/'pɑ:stʃə/,"n.牧草地,牧场"
experimental,/ekˌsperi'mentəl/,"a.实验(性)的,试验(性)的"
trouble,/'trʌbl/,n.烦恼;动乱;疾病;故障;辛苦v.(使)烦恼
infrastructure,/'infrəˌstrʌktʃə/,n.基础结构，基础设施
admit,/əd'mit/,vt.承认，供认；准许…进入，准许...加入
ignore,/ig'nɔ:/,"v.不理,不顾,忽视"
alongside,/ə'lɔŋ'said/,ad.在旁边 prep.和...在一起；在...旁边
obedience,/ə'bi:diəns/,"n.服从,顺从"
genuine,/'dʒenjuin/,"a.真正的,名副其实的"
somehow,/'sʌmhau/,ad.以某种方式，用某种方法；不知怎么地
bride,/braid/,n.新娘
erosion,/i'rəuʒən/,"n.腐蚀,磨损;削弱,减少"
context,/'kɔntekst/,n.（文章等）前后关系；(事件等的)背景
solid,/'sɔlid/,"a.固体的;结实的,稳固的,可靠的 n.固体"
neglect,/ni'glekt/,"v./n.忽视;疏忽,漏做,忽略"
orientation,/ˌɔ:riən'teɪʃn/,"n.方向,方位,定位,倾向性,向东方"
interior,/in'tiəriə/,"a.内部的,里面的 n.内部,内地"
reliance,/ri'laiəns/,"n.信任,信心,依靠,依靠的人或物"
exciting,/ik'saitiŋ/,"a.令人兴奋的,使人激动的"
scrap,/skræp/,"n.碎片;废料 v.废弃,报废"
pirate,/'paɪrɪt/,"n./v.海盗,盗版(者)"
brave,/breiv/,a.勇敢的 v.勇敢地面对(危险等)
recognize,/'rekəgnaɪz/,"v.(recognise)认出,承认,公认,赏识,表扬"
flag,/flæg/,n.旗
waiter,/weitə/,"n.侍者,服务员"
comedy,/'kɒmɪdɪ/,n.喜剧;喜剧性事件
overhear,/ˌəuvə'hiə/,"v.偶然听到,从旁听到"
sensitive,/'sensətɪv/,"a.(to)敏感的,易受伤害的;灵敏的"
housework,/'hauswə:k/,n.家务，家事(不可数)
acceptance,/ək'septəns/,n.接受，接收，验收，接纳；承认，认可
sore,/sɔ:/,"a.疼痛的;痛心的 n.痛处,疮口"
exhibit,/ig'zibit/,"v.展出,陈列 n.展览品,陈列品"
locate,/ləu'keit/,"v.查出,探出,查找…地点,使…坐落于,位于"
inform,/in'fɔ:m/,"v.(of,about)通知,告诉,报告;告发,告密"
princess,/prin'ses/,"n.公主,王妃"
importance,/im'pɔ:təns/,"n.重要,重要性"
scheme,/ski:m/,"n.计划,方案;阴谋;配置 v.计划,策划;阴谋"
try,/trai/,v.尝试，试图；试验，试用；审讯 n.尝试
cruel,/'kru:əl/,"a.残忍的,残酷的"
outcome,/'autkʌm/,"n.结果,成果"
regulation,/ˌregju'leiʃən/,"n.规则,规章;调节,校准;调整"
confident,/'kɔnfidənt/,"n.(of,in)确信的,自信的"
void,/vɔid/,a.空虚的;没有的;无效的
helmet,/'helmit/,"n.头盔,钢盔"
evacuate,/i'vækjueit/,vt.撤离，疏散，排泄，剥夺
Tuesday,/'tju:zdei/,n.星期二
quick,/kwik/,"a.快的;灵敏的,伶俐的;敏锐的 ad.快,迅速地"
hole,/həul/,"n.洞,孔"
annoy,/ə'nɔi/,vt.使恼怒，使生气；打扰 vi.招人讨厌
expand,/ik'spænd/,"v.(使)膨胀,(使)扩张;张开,展开"
excel,/ik'sel/,vi.胜过其他;擅长 vt.胜过，优于
conclude,/kən'klu:d/,"v.结束,终止;断定,下结论;缔结,议定"
aboard,/ə'bɔ:d/,ad.&prep.在船(飞机、车)上；ad.上船(飞机)
counsel,/'kaunsəl/,"v./n.劝告,忠告 n.法律顾问,辩护人"
barn,/bɑ:n/,"n.谷仓,仓库"
barber,/'bɑ:bə/,n.理发师
switch,/switʃ/,"n.开关；转换；鞭子 v.转变,转换；抽打"
rein,/rein/,"n.缰绳,统治,支配 v.驾驭,控制,统治"
doubt,/daut/,"n./v.怀疑,疑虑"
fight,/fait/,"v./n.打(仗),搏斗,斗争,战斗"
likewise,/'laikwaiz/,"ad.同样地,照样地;又,也,而且"
half,/hɑ:fˌ hæf/,n.半，一半 a.一半的，不完全的 ad.一半地
textile,/'tekstail/,n.纺织品 a.纺织的
universe,/'ju:nivə:s/,"n.宇宙,万物"
fossil,/'fɔsəl/,n.化石
vanity,/'vænəti/,"n.虚荣心,浮华"
microphone,/'maikrəfəun/,"n.话筒,扩音器"
slave,/sleiv/,"n.奴隶,苦工 v.做苦工,拼命地干"
mist,/mist/,"n.薄雾,霭"
writing,/'raitiŋ/,"n.写,写作;著作,作品"
odd,/ɔd/,a.奇数的;奇怪的;单只的;临时的;带零头的
apt,/æpt/,a.恰当的，适当的；易于…的，有…倾向的
option,/'ɔpʃən/,"n.选择(权),[商]选择买卖的特权"
sneeze,/sni:z/,vi.打喷嚏，发喷嚏声n.喷嚏
generation,/ˌdʒenə'reiʃən/,"n.产生,发生;一代(人)"
remain,/ri'mein/,"v.剩下,余留;留待,尚须;仍然是,依旧是"
waist,/weist/,"n.腰,腰部"
frequent,/'fri:kwənt/,"a.时常发生的,频繁的"
levy,/'levi/,"n.征收,征税,征兵 v.征收,征集,征用"
product,/'prɔdəkt/,"n.产品,产物;乘积"
irony,/'aiərəni/,"n.反话, 讽刺, 讽刺之事"
cafeteria,/ˌkæfə'tɪəriə/,n.自助食堂
transmit,/trænz'mit/,vt.传输/导；转送；发射 vi.发射信号；发报
witness,/'witnis/,"n.目击者,证人;证据,证明 v.目击,目睹;作证"
concession,/kən'seʃən/,n.让步，妥协；特许(权)；
rectangle,/'rekˌtæŋgl/,"n.[数]矩形, 长方形"
evil,/'i:vəl/,"a.邪恶的,罪恶的 n.邪恶,罪恶"
upright,/'ʌprait/,"a.垂直的,直立的;正直的,诚实的 ad.竖立着"
resource,/ri'sɔ:s/,"n.(pl.)资源,财力;办法,智谋;应变之才"
script,/skript/,n.剧本(原稿)；手稿，原稿；笔迹，手迹
holiday,/'hɔlədi/,"n.假日,节日,假期,休假"
cemetery,/'semitəri/,n.坟墓，墓地，坟场
prior,/'praiə/,"a.优先的,在前的;(to)在…之前"
suppress,/sə'pres/,"v.镇压,压制;抑制,忍住;查禁"
reporter,/ri'pɔ:tə/,"n.报告人,通讯员;记者,报导者"
fabricate,/'fæbrikeit/,"v.捏造,编造(谎言,借口等);建造,制造"
assign,/ə'sain/,vt.派给，分配；选定，指定(时间、地点等)
vague,/veig/,"a.不明确的,含糊的,暧昧的"
hum,/hʌm/,v.哼曲子；发嗡嗡声；忙碌n.嗡嗡声，嘈杂声
grave,/greiv/,"n.坟墓 a.严肃的,庄重的"
dedicate,/'dedikeit/,vt.奉献;献身于
persuasion,/pə'sweiʒən/,"n.说服,说服力"
chop,/tʃɔp/,"v.砍,劈,斩 n.排骨,肉块"
participate,/pɑ:'tɪsɪpeɪt/,"v.(in)参与,参加;分享,分担;含有,带有"
conclusion,/kən'klu:ʒən/,n.结论，推论；结尾；缔结，议定
symbol,/'simbəl/,"n.符号,标志;象征"
deny,/di'nai/,"v.否认,否定;拒绝"
graceful,/'greisful/,"a.优美的,文雅的,大方的"
establishment,/i'stæbliʃmənt/,"n.建立,设立,建立的机构(或组织)"
opinion,/ə'pinjən/,"n.意见,看法,主张"
daytime,/'deitaim/,"n.白天,日间"
repression,/ri'preʃən/,n.压抑，压制，镇压
undergraduate,/ˌʌndə'grædjuət/,"n.大学生,大学肆业生"
nurture,/'nə:tʃə/,"n./v.养育,教育,教养 n.营养品v.给与营养物"
sweep,/swi:p/,"v.扫,打扫;席卷,冲光;扫过,掠过"
labor,/'leibə/,n.(labour)工作，劳动；劳力 v.劳动，苦干
installment,/in'stɔ:lmənt/,n.(instalment)分期付款；(连载的)一期
await,/ə'weit/,vt.等候，期待；(事情等)降临于
ticket,/'tikit/,"n.票,入场券;票签;(交通违章)罚款传票"
essential,/i'senʃəl/,"a.本质的,基本的;净化的 n.本质;要素"
immune,/i'mju:n/,"a.免疫的,有免疫力的;有受影响的;豁免的"
silver,/'silvə/,n.银;银器;银币 v.镀银
circuit,/'sə:kit/,"n.环行,周线,巡回;电路,线路"
conversion,/kən'və:ʃən/,n.转变，转换；信仰的改变；
tar,/tɑ:/,n.柏油，焦油 vt.涂或浇柏油/焦油于
tease,/ti:z/,"v.戏弄,取笑;挑逗 n.(爱)戏弄他人者;戏弄"
fascinate,/'fæsineit/,"v.迷住,强烈吸引"
cheek,/tʃi:k/,"n.面颊,脸"
misunderstand,/ˌmisʌndə'stænd/,"v.误解,误会"
critic,/'kritik/,"n.批评家,评论家"
stumble,/'stʌmbl/,n.跌倒，绊倒 vi.绊(摔)倒；结结巴巴说
total,/'təutəl/,"n.总数,合计 a.总的,全部的 v.合计,总数达"
airport,/'εəpɔ:t/,n.机场，航空站，航空港
possibility,/ˌpɔsə'biləti/,"n.可能,可能性;可能的事,希望"
continual,/kən'tinjuəl/,"a.不断的,连续的,频繁的"
machinery,/mə'ʃi:nəri/,"n.(总称)机器,机械"
eloquent,/'eləkwənt/,"a.雄辩的,有说服力的;善辩的,口才流利的"
impetus,/'ɪmpɪtəs/,"n.推动(力),促进"
